NationalIDNumber,LoginID,JobTitle,MaritalStatus,Gender,rowguid
72636981,adventure-works\jill0,Marketing Specialist,M,F,53575C58-FBA1-4C1A-B8FF-95E050B44393
519899904,adventure-works\james1,Vice President of Production,S,M,D7314F24-2AF1-429C-9BBB-4038F45F3E6C
277173473,adventure-works\peter0,Production Control Manager,M,M,69D5D162-E817-45E7-9DEC-5D9B8310E7B1
446466105,adventure-works\jo0,Production Supervisor - WC60,S,F,83FFAAC6-B895-481F-B897-14F965D4DA47
14417807,adventure-works\guy1,Production Technician - WC60,M,M,AAE1D04A-C237-4974-B4D5-935247737718
948320468,adventure-works\mark1,Production Technician - WC60,S,M,CDB2C6DF-93E5-4558-91C8-424D5E7C658B
410742000,adventure-works\britta0,Production Technician - WC60,M,F,FC12677F-42F8-4790-AD69-685088ED7E5F
750246141,adventure-works\margie0,Production Technician - WC60,M,F,352D6E2F-655B-49A2-9FEC-EFD7D8CD0D30
330211482,adventure-works\rebecca0,Production Technician - WC60,M,F,BDADEB5C-A596-4DA1-88BA-842C7A0CC10F
801758002,adventure-works\annik0,Production Technician - WC60,M,M,51FDE6AC-BD50-467C-90E5-10CA7310455C
754372876,adventure-works\suchitra0,Production Technician - WC60,M,F,6ADBD932-0DA5-4F5C-AF67-8E3A53630896
999440576,adventure-works\brandon0,Production Technician - WC60,M,M,CA5D1935-44E2-4C45-93BB-809E59F56796
788456780,adventure-works\jose0,Production Technician - WC60,M,M,9E912556-88BA-41EE-B946-CB84AB4C1102
442121106,adventure-works\chris2,Production Technician - WC60,S,M,77B384C7-AFFB-4816-992B-F5B3034EE4FF
6298838,adventure-works\kim1,Production Technician - WC60,M,F,891C27F4-28CC-44BB-BEA3-DA5EA7FBE957
461786517,adventure-works\ed0,Production Technician - WC60,S,M,8EF22FB3-AF37-4B44-8862-D60A7CB09D82
309738752,adventure-works\jolynn0,Production Supervisor - WC60,S,F,2CC71B96-F421-485E-9832-8723337749BB
458159238,adventure-works\bryan0,Production Technician - WC60,S,M,4652D4E4-6A27-47ED-9F51-C377E293DA28
339712426,adventure-works\james0,Production Technician - WC60,M,M,82E52D5A-165B-4C6D-9773-C3A6B6332ECD
693325305,adventure-works\nancy0,Production Technician - WC60,M,F,6B7EB306-9A00-496A-98A9-4E94FE72F77C
276751903,adventure-works\simon0,Production Technician - WC60,S,M,F734D38A-56B5-471E-8DED-A682E958A9B3
500412746,adventure-works\thomas0,Production Technician - WC60,M,M,8FF3AF67-32F2-4A08-98C3-A40F842D41A3
66073987,adventure-works\eugene1,Production Technician - WC60,S,M,33543B35-77DA-4600-A41B-1EAFEA0AD643
33237992,adventure-works\andrew0,Production Supervisor - WC10,S,M,08365B05-C143-4260-A93C-6B69418B1946
690627818,adventure-works\ruth0,Production Technician - WC10,M,F,3E3B6905-209E-442E-B8A8-9A0980241C6A
912265825,adventure-works\barry0,Production Technician - WC10,S,M,756A60AE-378F-43D8-9F93-1E821D1EAF52
844973625,adventure-works\sidney0,Production Technician - WC10,M,M,40D603D9-7F99-48B7-A580-B17CF429BED2
132674823,adventure-works\jeffrey0,Production Technician - WC10,S,M,6E086F41-B81D-4BDC-9F13-0EEC488DC43E
565090917,adventure-works\doris0,Production Technician - WC10,M,F,692B8826-03B4-4C3B-82FC-1FC6F1409689
9659517,adventure-works\diane0,Production Technician - WC10,M,F,C334B2D2-0C56-4906-9095-F1D07A98CBEC
109272464,adventure-works\bonnie0,Production Technician - WC10,M,F,E950A52A-DF61-4FEC-9063-545664D65B89
233069302,adventure-works\taylor0,Production Supervisor - WC50,M,M,28F7EF89-2793-4989-B67D-25046543C1E3
652535724,adventure-works\denise0,Production Technician - WC50,M,F,77878C43-F16E-437D-892F-3CFCC0715A0A
10708100,adventure-works\frank1,Production Technician - WC50,S,M,B395CD84-77BA-4D3C-A49D-D9E8D6CF100B
571658797,adventure-works\kendall0,Production Technician - WC50,M,M,65207627-5521-4A8E-AD3C-B2F1B5226B85
843479922,adventure-works\bob0,Production Technician - WC50,S,M,68616AEA-81E5-4940-A7E4-6FBA882BCCF6
827686041,adventure-works\pete0,Production Technician - WC50,S,M,1F1D813D-3EDC-4274-8E9B-4519D71685B6
92096924,adventure-works\diane2,Production Technician - WC50,S,F,721A2921-C415-46DE-9111-13F25F428B8B
494170342,adventure-works\john0,Production Supervisor - WC60,M,M,D4ED1F78-7C28-479B-BFEF-A73228BA2AAA
414476027,adventure-works\maciej0,Production Technician - WC60,S,M,3229D93F-6A14-4BAC-ABC5-A91B9ECFB4D3
582347317,adventure-works\michael7,Production Technician - WC60,S,M,492B24BD-BDE9-4371-B96E-CCD72264B91F
8066363,adventure-works\randy0,Production Technician - WC60,M,M,9A08108D-E039-4862-8F93-55F18017AD72
834186596,adventure-works\karan0,Production Technician - WC60,S,M,08B1BA74-DD80-4FDA-8327-93268B84977B
63179277,adventure-works\jay0,Production Technician - WC60,S,M,18187809-5294-474F-85A1-D5BE6BD518D6
537092325,adventure-works\charles0,Production Technician - WC60,S,M,CDC11292-DF74-4FB0-8676-5B2AA4687142
752513276,adventure-works\steve0,Production Technician - WC60,S,M,12F678D7-EAD3-4CF4-8518-A19AACF2A6D4
36151748,adventure-works\david2,Production Technician - WC60,M,M,FC617BB8-D2A3-4374-873C-8EF38D80127D
578935259,adventure-works\michael3,Production Supervisor - WC30,S,M,1AD772D7-7B4A-4A7B-8676-49DD7608CB94
443968955,adventure-works\steven0,Production Technician - WC30,M,M,0A8937C9-68AA-4D48-BA4E-B40493D764AA
138280935,adventure-works\carole0,Production Technician - WC30,M,F,C76A41F1-A390-4AE4-A82A-2A87764C6391
420023788,adventure-works\bjorn0,Production Technician - WC30,S,M,A942E1E0-2D5E-4858-97C0-947020E96860
363996959,adventure-works\michiko0,Production Technician - WC30,S,M,F359F5B6-5E18-4C62-8531-14D951911CE5
227319668,adventure-works\carol0,Production Technician - WC30,M,F,8D0182A3-5B59-4EEA-9B3C-C7F05DA9A2CE
301435199,adventure-works\merav0,Production Technician - WC30,M,F,2EE7914A-62D3-473B-A0E1-E4E55341EC4E
370989364,adventure-works\reuben0,Production Supervisor - WC40,M,M,71EEE2A6-B9B3-4BF4-8949-01239DF7C901
697712387,adventure-works\eric1,Production Technician - WC40,M,M,55F62E38-9457-46C8-A824-E46A3117A935
943170460,adventure-works\sandeep0,Production Technician - WC40,S,M,606C21E2-3EC0-48A6-A9FE-6BC8123AC786
413787783,adventure-works\mihail0,Production Technician - WC40,S,M,03A9BA14-0D5B-4671-B851-2C1721EFBF01
58791499,adventure-works\jack1,Production Technician - WC40,S,M,D308D387-F7F3-4B5F-ABDA-FAF5574245CD
988315686,adventure-works\patrick1,Production Technician - WC40,M,M,296C52AE-169F-4292-975D-C508476DCECF
947029962,adventure-works\frank3,Production Technician - WC40,M,M,9AF24ACC-EA3E-4EFE-B5E3-4762C496D57C
1662732,adventure-works\brian2,Production Technician - WC40,S,M,C294F676-CAAF-4924-9730-BC81AE408BE1
769680433,adventure-works\ryan0,Production Technician - WC40,M,M,10E5BD6F-2B9C-4192-A94D-6A2D50EA1ADB
7201901,adventure-works\cristian0,Production Supervisor - WC10,M,M,5BE16416-8570-417D-9E54-047DB468B5E9
294148271,adventure-works\betsy0,Production Technician - WC10,S,F,EBCDBA1C-6C1D-4D36-90F7-1893755C85E3
90888098,adventure-works\patrick0,Production Technician - WC10,S,M,D5FBE9E6-B8C5-484C-B4B8-48059E0EF267
82638150,adventure-works\danielle0,Production Technician - WC10,S,F,BB886159-1400-4264-B7C9-A3769BEB1274
390124815,adventure-works\kimberly0,Production Technician - WC10,S,F,CE256B6C-1EEE-43ED-9969-7CAC480FF4D7
826454897,adventure-works\tom0,Production Technician - WC10,M,M,B3BF7FC5-2014-48CE-B7BB-76124FA8446C
778552911,adventure-works\kok-ho0,Production Supervisor - WC50,S,M,57FB2C0F-B105-49F0-967A-88F3D743CB3F
718299860,adventure-works\russell0,Production Technician - WC50,M,M,6B10192F-D570-47C4-82C9-3D979B1EFDC1
674171828,adventure-works\jim0,Production Technician - WC50,M,M,6175876E-8FCC-4917-BE06-FC358515E6DF
912141525,adventure-works\elizabeth0,Production Technician - WC50,M,F,62A9F73F-6443-4F2F-B864-18186614BFB6
370581729,adventure-works\mandar0,Production Technician - WC50,S,M,1F0E068A-48C5-40BF-8190-565150EFDADD
152085091,adventure-works\sameer0,Production Technician - WC50,M,M,A703169F-1563-488E-914D-D784FD07F29A
431859843,adventure-works\nuan0,Production Technician - WC50,S,M,A6089357-2F2F-48CC-AB3C-D9B75A3C09D7
204035155,adventure-works\lolan0,Production Technician - WC50,M,M,9B9B768D-7CC1-4DCE-87CB-765AB73A6AFF
153288994,adventure-works\houman0,Production Technician - WC50,M,M,9CE8B2E8-9944-4BA5-97DE-441D8314F161
360868122,adventure-works\zheng0,Production Supervisor - WC10,S,M,C75F2740-ACE3-4EBF-91C5-7AB352E1095F
455563743,adventure-works\ebru0,Production Technician - WC10,S,M,6C25A32B-88B5-4F84-A129-F7F688DFA588
717889520,adventure-works\mary1,Production Technician - WC10,M,F,6DC9F7D0-5664-4E4A-90F5-7AB85EBB02E6
801365500,adventure-works\kevin2,Production Technician - WC10,S,M,8B21E53D-E705-479A-B32E-6E63AC2F4BCD
561196580,adventure-works\john4,Production Technician - WC10,S,M,D4CF23D9-21B6-45E4-827C-22890DF0373B
393421437,adventure-works\christopher0,Production Technician - WC10,M,M,F71C6055-557B-4660-86FF-8C0FA14B24E6
630184120,adventure-works\jinghao0,Production Supervisor - WC50,S,M,2BCA07D3-F2AC-4406-904F-E09156F3EB3E
113695504,adventure-works\alice0,Production Technician - WC50,M,F,7E632B21-0D11-4BBA-8A68-8CAE14C20AE6
857651804,adventure-works\jun0,Production Technician - WC50,S,M,9C5F84D1-FB96-4D82-92A1-F932903DEAAD
415823523,adventure-works\suroor0,Production Technician - WC50,S,M,14010B0E-C101-4E41-B788-21923399E512
981597097,adventure-works\john1,Production Technician - WC50,S,M,B6998410-EE0F-4307-9E6E-FE348F11012D
54759846,adventure-works\linda0,Production Technician - WC50,M,F,FB84759C-B687-43B2-8727-125EFE0F5E13
342607223,adventure-works\mindaugas0,Production Technician - WC50,M,M,1D784088-DACB-4185-9F60-3D2DB4925BA5
563680513,adventure-works\angela0,Production Technician - WC50,S,F,4958E1C3-C872-4222-954E-09D2060EA7EF
398737566,adventure-works\michael2,Production Technician - WC50,S,M,C6EB2566-CF28-4602-9A25-5B91C8728838
599942664,adventure-works\chad0,Production Technician - WC50,M,M,83A32D4C-4725-478F-9997-91739BB957BA
222400012,adventure-works\don0,Production Technician - WC50,M,M,E720053D-922E-4C91-B81A-A1CA4EF8BB0E
334834274,adventure-works\michael4,Production Technician - WC50,S,M,EB27C026-9470-4450-8D5E-1F38A41793B5
211789056,adventure-works\kitti0,Production Technician - WC50,S,F,49A05524-FA34-45B1-95BC-489901DC5B50
521265716,adventure-works\pilar0,Shipping and Receiving Supervisor,S,M,01BCCE22-D63A-4C3F-9BA8-D3D5A4C3BD52
586486572,adventure-works\susan0,Stocker,S,F,923ECFD6-E202-429A-9141-6CB183531439
337752649,adventure-works\vamsi0,Shipping and Receiving Clerk,M,M,A8838AB2-99DE-415C-8675-D82EBF1C4752
420776180,adventure-works\kim0,Stocker,S,F,6150F197-7923-40D4-84F2-936207D468AB
584205124,adventure-works\matthias0,Shipping and Receiving Clerk,M,M,54ED63DC-C62C-4CC7-89C2-015DF49C49A5
652779496,adventure-works\jimmy0,Stocker,M,M,96442787-9520-4955-A457-38AFDDB6FF13
750905084,adventure-works\david4,Production Supervisor - WC40,S,M,516538E8-115B-44F4-AA7B-E6C1D9F8ADFC
384162788,adventure-works\paul0,Production Technician - WC40,S,M,0217049E-1566-42B6-8027-41B751E2B00B
502058701,adventure-works\gary0,Production Technician - WC40,S,M,A03D6052-1F85-4EBE-AAC9-B67CFDCD91A6
578953538,adventure-works\rob1,Production Technician - WC40,S,M,54FDA597-6822-42B4-B128-63ECA03071F2
273260055,adventure-works\baris0,Production Technician - WC40,S,M,232D68BF-DF58-48F9-9235-53BD4B009B4B
1300049,adventure-works\nicole0,Production Technician - WC40,M,F,15671E3B-016F-41FD-840B-5A9F7D776D9A
830150469,adventure-works\michael1,Production Technician - WC40,S,M,416BF905-7D6C-4692-8FD6-40F6C4F9ECC4
45615666,adventure-works\eric0,Production Supervisor - WC20,M,M,2ABCF39B-88D7-49FA-820A-83D223322BA5
964089218,adventure-works\ivo0,Production Technician - WC20,M,M,D83A26F3-7EA7-477B-A5BB-7EAADFC13A09
701156975,adventure-works\sylvester0,Production Technician - WC20,M,M,D9C43D08-3882-4E5C-BDF0-F6BD7004CD04
63761469,adventure-works\anibal0,Production Technician - WC20,S,F,BC18A829-F0CE-4EAF-9785-2D84C86F925A
25011600,adventure-works\samantha0,Production Technician - WC20,M,F,1629EDDD-D0AE-4CB9-A59C-3A175F7027E5
113393530,adventure-works\hung-fu0,Production Technician - WC20,S,M,065D8D5F-9504-4FFE-98DC-E69677F19F15
339233463,adventure-works\prasanna0,Production Technician - WC20,M,M,72ED240A-0FD8-4423-8A49-9078BA6BCF6C
872923042,adventure-works\min0,Production Technician - WC20,M,M,CC75C35D-1566-43FA-B2E9-D1E508EFDCD1
163347032,adventure-works\olinda0,Production Technician - WC20,S,F,6456CEC3-9B1E-4EBC-9FD8-732B93363F65
56772045,adventure-works\krishna0,Production Technician - WC20,S,M,42A506A5-0AC0-4148-B702-BB7B804EF98C
886023130,adventure-works\paul1,Production Technician - WC20,M,M,DC5BA622-B860-41EE-AF92-5FEB4779B589
386315192,adventure-works\cynthia0,Production Supervisor - WC30,S,F,F9E1DC46-0D03-4A8A-B693-1A964BC13E6C
160739235,adventure-works\jianshuo0,Production Technician - WC30,S,M,6FFF136A-9664-4EB9-9243-FAC76E21B9DD
604664374,adventure-works\sandra0,Production Technician - WC30,M,F,F69F3FF9-E1E0-4419-A6BF-F705E1556160
733022683,adventure-works\jason0,Production Technician - WC30,S,M,C16C501D-942D-4EB0-B5C4-EF8119FBEBA2
764853868,adventure-works\andy0,Production Technician - WC30,M,M,615A6BFE-3046-4037-9764-238535F725BE
878395493,adventure-works\michael5,Production Technician - WC30,M,M,2B0876D4-8996-4E71-A613-BE2E98E7ACCF
993310268,adventure-works\rostislav0,Production Technician - WC30,M,M,00027A8C-C2F8-4A31-ABA8-8A203638B8F1
319472946,adventure-works\yuhong0,Production Supervisor - WC20,M,M,F1A684F4-02DB-4B22-8977-6D8D3A21100E
568596888,adventure-works\hanying0,Production Technician - WC20,S,M,618B71BC-6E8C-492D-8862-B9EFB7A4E06A
97728960,adventure-works\raymond0,Production Technician - WC20,M,M,9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5
212801092,adventure-works\fadi0,Production Technician - WC20,S,M,9923376F-26D0-4845-9D99-CC3D696CAEB8
322160340,adventure-works\lane0,Production Technician - WC20,M,M,042427B8-3883-4A87-A6A3-724EE1690F49
812797414,adventure-works\linda1,Production Technician - WC20,S,F,F963F913-449E-4EBB-BFDA-FC0C3010DB65
300946911,adventure-works\shelley0,Production Technician - WC20,S,F,13942056-2930-4490-83CE-AF2386D5A5E7
404159499,adventure-works\terrence0,Production Technician - WC20,S,M,4DA76442-5EEF-41FB-AE19-16C55714F9AD
712885347,adventure-works\jeff0,Production Supervisor - WC45,M,M,7C7D459E-1F49-427D-9BD5-DE31880C85DC
275962311,adventure-works\kirk0,Production Technician - WC45,S,M,08D25BAA-167B-499C-8B51-31DCC856A8CF
514829225,adventure-works\laura0,Production Technician - WC45,S,F,FCCD65BA-2702-4409-AE56-75AF1710AC78
377784364,adventure-works\alex0,Production Technician - WC45,M,M,B96BC9C2-5A25-4A9B-887A-C7C10E47B80C
65848458,adventure-works\andrew1,Production Technician - WC45,S,M,A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A
539490372,adventure-works\chris0,Production Technician - WC45,M,M,300223F3-5587-4230-909B-D9C4AFD6D683
60114406,adventure-works\jack0,Production Supervisor - WC30,S,M,69A47230-70EE-48FD-AC15-C39F3712FF14
498138869,adventure-works\david1,Production Technician - WC30,S,M,ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E
271438431,adventure-works\garrett0,Production Technician - WC30,S,M,A6F5F72F-AA03-41B7-8B6E-B123BD360753
351069889,adventure-works\susan1,Production Technician - WC30,S,F,F73D75D5-B47B-46EE-AD11-7BF13DD6C55D
476115505,adventure-works\george0,Production Technician - WC30,M,M,01B119A2-2AF3-4775-818E-B421FECB07A7
746373306,adventure-works\david3,Production Technician - WC30,S,M,84C358D4-2493-452C-B7D6-B212C893A009
364818297,adventure-works\marc0,Production Technician - WC30,M,M,1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC
87268837,adventure-works\eugene0,Production Technician - WC30,S,M,1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D
585408256,adventure-works\benjamin0,Production Technician - WC30,S,M,F1A6F824-895B-4A0F-AF1B-05FBA703E69F
259388196,adventure-works\reed0,Production Technician - WC30,M,M,B3967C00-7014-4960-AF15-B1A6D3094F6F
860123571,adventure-works\david7,Production Technician - WC30,M,M,85AFB689-7EAB-41A8-B154-9446195D5BDE
551346974,adventure-works\russell1,Production Technician - WC30,M,M,D54C7989-2675-4EF3-B392-370A8D264B2B
568626529,adventure-works\john3,Production Technician - WC30,S,M,96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6
587567941,adventure-works\jan0,Production Technician - WC30,S,M,975F827D-BE71-4EB1-8DBF-E6C451D1FAD5
862951447,adventure-works\katie0,Production Supervisor - WC20,S,F,5BE8B211-CBE5-45D8-84FD-23F36A881473
545337468,adventure-works\michael0,Production Technician - WC20,S,M,4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0
368920189,adventure-works\nitin0,Production Technician - WC20,S,M,EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E
969985265,adventure-works\barbara0,Production Technician - WC20,M,F,045C9CBB-3448-4599-9FA9-6C7A9F82F832
305522471,adventure-works\john2,Production Technician - WC20,M,M,BAB69951-28AD-4BCA-B5AC-032746D0CC6F
621932914,adventure-works\stefen0,Production Technician - WC20,S,M,B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF
551834634,adventure-works\shane0,Production Supervisor - WC45,S,M,2625C358-672A-4000-AD67-B8CD3F318285
713403643,adventure-works\yvonne0,Production Technician - WC45,M,F,83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772
435234965,adventure-works\douglas0,Production Technician - WC45,M,M,1AB0EDEB-7558-4734-8423-5A11B44DCA35
187369436,adventure-works\janeth0,Production Technician - WC45,S,F,8261B8CB-BC3F-4BCE-B364-86035D870263
456839592,adventure-works\robert0,Production Technician - WC45,S,M,2203154E-5EBD-4ACA-99BE-D835A3309D03
399658727,adventure-works\lionel0,Production Technician - WC45,S,M,231B1798-F67B-45C1-9688-265180F93D28
634335025,adventure-works\brenda0,Production Supervisor - WC40,M,F,714D519B-375E-4C5A-8491-C758D00CF95F
761597760,adventure-works\alejandro0,Production Technician - WC40,S,M,8C7321D2-2C64-4902-9D64-8F5C1EB7F747
295971920,adventure-works\fred0,Production Technician - WC40,S,M,45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82
918737118,adventure-works\kevin1,Production Technician - WC40,S,M,DC7E95FF-275E-41C2-8ED3-686864F0540A
370487086,adventure-works\shammi0,Production Technician - WC40,M,M,9BEF0C94-7969-4905-9A42-CE469C754800
632092621,adventure-works\rajesh0,Production Technician - WC40,M,M,ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9
19312190,adventure-works\lorraine0,Production Technician - WC40,M,F,A63966B6-9AD6-40BC-AFD4-A83745879F4D
992874797,adventure-works\paula1,Production Technician - WC40,M,F,5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6
749211824,adventure-works\frank0,Production Technician - WC40,M,M,DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2
746201340,adventure-works\brian0,Production Technician - WC40,S,M,18D594A8-B4ED-43C0-9C43-6033FEAADF4E
436757988,adventure-works\tawana0,Production Technician - WC40,S,M,BB4A3E50-232E-4212-9FAF-E67429FEBC7D
693168613,adventure-works\ken1,Production Technician - WC40,M,M,699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA
440379437,adventure-works\gabe0,Production Technician - WC40,M,M,790C9A7C-264C-4D48-A9D3-E2571A8011D8
332349500,adventure-works\lori0,Production Supervisor - WC45,S,F,23D436FC-08F7-4988-8B4D-490AA4E8B7E7
835460180,adventure-works\stuart0,Production Technician - WC45,S,M,4F361B4F-7920-4037-9A0A-46D616F9B9C7
687685941,adventure-works\greg0,Production Technician - WC45,S,M,A36B5D6B-72A5-47F8-9F6B-5D922130E760
199546871,adventure-works\scott0,Production Technician - WC45,M,M,E35DA50A-BB51-4E08-8B8D-87EF4650247A
167554340,adventure-works\kathie0,Production Technician - WC45,M,F,25FC84D7-E013-44B8-82CD-63CD4723AF81
20244403,adventure-works\belinda0,Production Technician - WC45,S,F,F714B5EC-CA7C-4E6E-A812-2C5A119F4C30
398223854,adventure-works\hazem0,Quality Assurance Manager,S,M,05C84608-F445-4F9D-BB5C-0828C309C29D
885055826,adventure-works\peng0,Quality Assurance Supervisor,M,M,E249D613-36C9-4544-9B6F-6CE50E5E0DA5
343861179,adventure-works\sootha0,Quality Assurance Technician,M,M,A3DADF19-27F0-460A-9888-CE6CAA9E3583
131471224,adventure-works\andreas0,Quality Assurance Technician,M,M,F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818
381772114,adventure-works\mark0,Quality Assurance Technician,S,M,6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A
403414852,adventure-works\sean0,Quality Assurance Technician,S,M,34E128CF-D904-4327-8014-9DF0D5DE7D08
345106466,adventure-works\zainal0,Document Control Manager,M,M,DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3
540688287,adventure-works\tengiz0,Control Specialist,S,M,C609B3B2-7969-410C-934C-62C34B63C4EE
242381745,adventure-works\sean1,Document Control Assistant,S,M,F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4
260770918,adventure-works\karen0,Document Control Assistant,M,F,8A41ED23-7AE2-4C15-AA5D-9496E721F848
260805477,adventure-works\chris1,Control Specialist,M,M,45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4
685233686,adventure-works\ascott0,Master Scheduler,S,M,13909262-4136-492F-BCA3-0B0E3773B03E
981495526,adventure-works\sairaj0,Scheduling Assistant,M,M,4D36A720-CE32-4C47-866A-DB7844449309
621209647,adventure-works\william0,Scheduling Assistant,M,M,1A68CD62-6FE9-4613-90D4-2CD178E4E54A
470689086,adventure-works\alan0,Scheduling Assistant,M,M,DE321854-B076-4D59-BB7B-42152031B108
368691270,adventure-works\brian1,Scheduling Assistant,M,M,DFA02733-C26E-4E31-99D8-9167E4E5131D
141165819,adventure-works\gary1,Facilities Manager,M,M,62F6EC59-5635-44F3-9CC1-2D8EEAF90A05
553069203,adventure-works\christian0,Maintenance Supervisor,M,M,4611C7C5-90A0-407F-B054-93BD51533609
879334904,adventure-works\lori1,Janitor,M,F,929FE187-EE24-4F5F-AF2A-F96324F09423
28414965,adventure-works\stuart1,Janitor,M,M,CC2791E6-7629-49C5-922A-81445AFDF033
153479919,adventure-works\jo1,Janitor,M,F,39AF5CCA-9B52-41E5-B510-72901D2578F6
646304055,adventure-works\pat0,Janitor,S,M,49238447-30EE-4009-993F-0B6C756AB436
552560652,adventure-works\magnus0,Facilities Administrative Assistant,M,M,0A4BCC09-ACE5-4481-9067-8B9ED70ECA18
184188301,adventure-works\laura1,Chief Financial Officer,M,F,D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6
535145551,adventure-works\paula0,Human Resources Manager,M,F,65028F15-4149-4DE5-B203-9D7EC86BAF87
476980013,adventure-works\grant0,Human Resources Administrative Assistant,S,M,4511ABBA-7F34-400E-907B-A663C20E1A41
416679555,adventure-works\hao0,Human Resources Administrative Assistant,S,M,FD53C4C8-B34E-460F-9EE5-747B07FE98B3
264306399,adventure-works\vidur0,Recruiter,S,M,47E76B59-B137-4572-AD55-6B3E68C13BD3
619308550,adventure-works\mindy0,Benefits Specialist,M,F,834D7AB6-06E6-4944-B42F-028CD4BD388E
332040978,adventure-works\willis0,Recruiter,S,M,A1D86ECC-EA17-4B1B-8369-F1D07AB0A469
30845,adventure-works\david6,Accounts Manager,M,M,2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D
363923697,adventure-works\deborah0,Accounts Receivable Specialist,M,F,09F75454-028C-46CA-BC08-0147BD0220D7
60517918,adventure-works\candy0,Accounts Receivable Specialist,S,F,9E9F713B-707C-4F7E-9504-DE188052A045
931190412,adventure-works\bryan1,Accounts Receivable Specialist,S,M,CB3E71EC-A381-4716-87DF-D3841AB9795A
363910111,adventure-works\barbara1,Accountant,M,F,3FFBA84E-8E97-4649-A5E1-859649D83AAE
663843431,adventure-works\dragan0,Accounts Payable Specialist,M,M,51C54D34-064B-44F7-A6B1-7702BD491980
519756660,adventure-works\janet0,Accounts Payable Specialist,M,F,0C641D77-8675-493F-9947-8C65136559CD
