Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
11,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Civil & Family,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,9,441393,1,N/A,N/A,Law,,1
12,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,"Ministry of Justice - Court, Tribunals, Judiciary & Coroners",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,9,N/D,0.81,N/A,N/A,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 9,1
13,Vacant,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Human Rights,N/A,N/A,9,296307,1,N/A,N/A,Law,The post became vacant on 07/03/2016.  Will come under Post ID 17 (MOJ - Criminal Law) from 16/11/2016,1
14,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Offender Management,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,482913,0.8,N/A,N/A,Law,,1
15,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Legal Aid & Legal Services,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,475551,1,N/A,N/A,Law,,1
16,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Legal Aid Agency,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,346575,1,N/A,N/A,Law,,1
17,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Criminal Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,9,420193,1,N/A,N/A,Law,,1
18,Susanna McGibbon,SCS2,Director - Legal,To manage the provision of Legal Services for Litigation,Attorney General's Office,Government Legal Department,Litigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,310618,1,105000,109999,Law,,1
19,N/D,SCS1,Deputy Director - Operations,To provide administrative support for Litigation,Attorney General's Office,Government Legal Department,Litigation - Practice Management Unit,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,18,582879,1,N/A,N/A,Operational Delivery,,1
20,N/D,SCS1a,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,18,424227,1,N/A,N/A,Law,,1
21,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries Team A1 - MoJ Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1926366,0.8,N/A,N/A,Law,,1
22,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries Team A2 - MoJ Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1933869,1,N/A,N/A,Law,,1
23,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries Team A3 - MoD Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1942214,1,N/A,N/A,Law,,1
24,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries Team B4 - Justice & Security,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1401523,0.79,N/A,N/A,Law,Job Share,1
24,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries Team B4 - Justice & Security,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1401523,0.86,N/A,N/A,Law,Job Share and paid by the Foreign & Commonwealth Office,1
25,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,"Litigation A - Private Law & Inquiries Team A5 -  General Private Law, Companies, Costs and Inquiries Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1603458,1,N/A,N/A,Law,,1
26,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Private Law & Inquiries Team N1- National Security and Counter Terrorism Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1428105,1,N/A,N/A,Law,,1
27,N/D,SCS1a,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,18,1075903,1,N/A,N/A,Law,,1
28,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team B1 - Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1961286,1,N/A,N/A,Law,,1
29,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team B2 - Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1902126,1,N/A,N/A,Law,,1
30,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team B3 - Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1937090,1,N/A,N/A,Law,,1
31,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team B8 - Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1887485,1,N/A,N/A,Law,,1
32,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team A4 - General Private Law and The Attorney-General group and The Special Advocates Support Office,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1380554,1,N/A,N/A,Law,,1
33,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team B5 - General Public Law & Planning,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1435290,1,N/A,N/A,Law,,1
34,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Public Law Team B6 - General Public Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,952290,1,N/A,N/A,Law,,1
35,Daniel Denman,SCS2,Director - Legal,To manage the provision of legal services for COEL,Attorney General's Office,Government Legal Department,Cabinet Office European Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,N/D,1,85000,89999,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 2,1
36,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for COEL,Attorney General's Office,Government Legal Department,Cabinet Office European Law Division - Cabinet Office European Legal Advisers,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,35,477514,0.89,N/A,N/A,Law,,1
37,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for COEL,Attorney General's Office,Government Legal Department,Cabinet Office European Law Division - European Litigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,35,327977,1,N/A,N/A,Law,,1
38,Stephen Amos,SCS2,Director - Legal,To manage the provision of legal services for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,N/D,1,90000,94999,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 2,1
39,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - General Policy & National Security Legal Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,481043,0.9,N/A,N/A,Law,,1
40,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - Constitutional Law Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,460643,1,N/A,N/A,Law,,1
41,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - Corporate & Government Service Legal Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,409955,0.8,N/A,N/A,Law,,1
42,Elizabeth Hambley,SCS2,Director - Legal,"To manage the  provision of Legal Services for DCMS, HSE & DFID",Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport,  Health and Safety Executive and Department for International Development",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,453936,1,85000,89999,Law,Includes combined salary of reporting posts for Post ID 45,1
43,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Digital Economy and Telecoms",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,508477,1,N/A,N/A,Law,,1
44,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Culture, Sports and Gambling Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,410861,0.81,N/A,N/A,Law,,1
45,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Media and Data Protection Legal Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,N/D,0.78,N/A,N/A,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 42,1
46,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for HSE,Attorney General's Office,Government Legal Department,Health & Safety Executive - Team A,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,349531,1,N/A,N/A,Law,,1
47,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for HSE & DFID,Attorney General's Office,Government Legal Department,Health & Safety Executive - Team B & Department for International Development,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,423085,0.8,N/A,N/A,Law,,1
48,Claire Johnston,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  CLG, DH, DFE, GEO, SI HUB, MOD, DWP & DFT",Attorney General's Office,Government Legal Department,Directorate B,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,0,1,115000,119999,Law,,1
49,Wendy Hardaker,SCS2,Director - Legal,To manage the provision of legal Services for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,729276,1,85000,89999,Law,,1
50,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team A - Commercial Litigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1364319,1,N/A,N/A,Law,,1
51,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,721618,1,N/A,N/A,Law,,1
52,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team C - DH,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,783581,1,N/A,N/A,Law,,1
53,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team D - HO, DCLG",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,288154,1,N/A,N/A,Law,,1
54,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team E - DEFRA, DFE",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,649516,1,N/A,N/A,Law,,1
55,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team F - MOJ,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,806635,1,N/A,N/A,Law,,1
56,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team G - DWP,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1507095,1,N/A,N/A,Law,Shared Post,1
56,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team G - DWP,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1507095,0.92,N/A,N/A,Law,Shared Post,1
57,Isabel Letwin,SCS2,Director - Legal,To manage the provision of Legal Services for DH,Attorney General's Office,Government Legal Department,Department of Health,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,536156,1,100000,104999,Law,,1
58,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - MHRA, Nutrition and EU",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,705024,1,N/A,N/A,Law,,1
59,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health  - NHS (Organisation and Secondary Care),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,499178,0.89,N/A,N/A,Law,Job Share,1
59,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health  - NHS (Organisation and Secondary Care),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,499178,0.83,N/A,N/A,Law,Job Share,1
60,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - NHS Pensions, Professional Regulation and Mental Health Capacity",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,333653,1,N/A,N/A,Law,,1
61,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health  - Primary Care, Public Health and Local Government",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,535935,0.83,N/A,N/A,Law,,1
62,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - Social Care, Care Quality Commission and Ethics",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,452138,1,N/A,N/A,Law,,1
63,Anne McGaughrin,SCS2,Director - Legal,"To manage the provision of legal services for DFE, GEO & SI Hub",Attorney General's Office,Government Legal Department,"Department for Education, Government Equalities Office & Statutory Instruments Hub",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,479791,1,90000,94999,Law,,1
64,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Academies & Free Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,531051,0.8,N/A,N/A,Law,Job Share,1
64,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Academies & Free Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,531051,1,N/A,N/A,Law,Job Share,1
65,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Schools & Pupils,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,356994,1,N/A,N/A,Law,,1
66,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for GEO,Attorney General's Office,Government Legal Department,Government Equalities Office,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,269941,0.89,N/A,N/A,Law,,1
67,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Children's Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,417166,0.9,N/A,N/A,Law,,1
68,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Teaching & Independent Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,313188,1,N/A,N/A,Law,,1
69,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the SI Hub,Attorney General's Office,Government Legal Department,Statutory Instruments  Hub,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,431390,1,N/A,N/A,Law,,1
70,Frances Nash,SCS2,Director - Legal,To manage the provision of Legal Services for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,385333,1,100000,104999,Law,,1
71,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Operational and International Humanitarian Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,380425,1,N/A,N/A,Law,,1
72,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - General Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,398002,1,N/A,N/A,Law,,1
73,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,"Ministry of Defence - Command, Discipline & Constitutional Division",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,445385,1,N/A,N/A,Law,,1
74,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Overseas in Germany,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,0,1,N/A,N/A,Law,GLD employee paid by MOD and reports to Post ID 70,1
75,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Overseas in Cyprus,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,0,1,N/A,N/A,Law,GLD employee paid by MOD and reports to Post ID 70,1
76,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Commercial Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,1610098,1,N/A,N/A,Law,,1
77,Naomi Mallick,SCS2,Director - Legal,To manage the provision of Legal Services for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions Legal Services,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,520282,1,85000,89999,Law,,1
78,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,"Department for Work and Pensions - EU, Equalities, Social Justice and Employment Benefits",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,587406,0.9,N/A,N/A,Law,,1
79,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Pensions and Child Maintenance,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,918792,1,N/A,N/A,Law,,1
80,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Working Age Benefits,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,760311,1,N/A,N/A,Law,,1
81,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions- Benefit Procedures and Disability Benefits,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,772543,0.83,N/A,N/A,Law,,1
82,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Universal Credit and Housing Support,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,734318,0.9,N/A,N/A,Law,,1
83,Nick Olley,SCS2,Director - Legal,To manage the provision of legal services for DFT,Attorney General's Office,Government Legal Department,Department for Transport,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,640504,1,130000,134999,Law,,1
84,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport (Deputy General Counsel),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,814960,1,N/A,N/A,Law,Includes combined salary of reporting posts for Post ID 90 &94,1
85,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Projects,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,395816,1,N/A,N/A,Law,,1
86,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail and London,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,397858,1,N/A,N/A,Law,,1
87,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,783742,1,N/A,N/A,Law,Shared Post,1
87,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,783742,1,N/A,N/A,Law,Shared Post,1
89,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Drivers & Roads Policy,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,610587,1,N/A,N/A,Law,,1
90,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Highways & Freight,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,N/D,1,N/A,N/A,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 84,1
91,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Aviation & Competition,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,735457,1,N/A,N/A,Law,,1
92,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,"Department for Transport - Marine, Environment & Planning",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,469708,0.89,N/A,N/A,Law,,1
93,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Drivers & Roads Policy  - Motoring Agencies and Accident Investigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,514607,1,N/A,N/A,Law,,1
94,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Legislation & Regulatory Reform,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,N/D,1,N/A,N/A,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 84,1
95,Peter Fish,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  DCLG, PINS, HO, LQT, Employment & DEFRA",Attorney General's Office,Government Legal Department,Directorate C,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,366035,1,120000,124999,Law,Includes combined salary of reporting posts for Post ID 103,1
96,Steven Bramley,SCS2,Director - Legal,To manage the provision of legal services for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,561562,1,110000,114999,Law,,1
97,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - European Programmes and Local Growth,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,484474,0.8,N/A,N/A,Law,,1
98,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,"Department for Communities and Local Government  - Housing, Building & Land",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,377693,1,N/A,N/A,Law,,1
