Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
126370,N/D,SCS1,Deputy Command Secretary (Resources and Commercial),"Deputy Command Secretary (Resources and Commercial) supports the Land Forces SFO (Command Secretary Resources) by ensuring the provision of effective systems, processes and skills to enable resource and commercial management by Commanders across the Army; ensuring that decisions at the highest level of Army planning are taken with the fullest cognisance of their financial, contractual, regularity and propriety implications, and to manage the changes necessary to ensure effective delivery of both functions across Land Forces.",Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,126369,N/D,1,N/A,N/A,Finance,,
126455,N/D,SCS1,Head of Service Delivery Overseas,"The Head of Service Delivery Overseas Region is responsible for delivery of DIO services in the Overseas Region. The post holder will be accountable to COO for the delivery of DIO services in the service delivery overseas region and be responsible for leading their team, ensuring adherence to all agreed DIO TLB processes and operating procedures. Responsible for managing relationships with key users and suppliers in order to ensure performance is optimised. Head Service Delivery Overseas Region is a member of the Operating Committee of Infrastructure Board (OCIB)",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,149394,0,1,0,0,Property and asset management,,
149394,Mr Mark Hutchinson,SCS2,Chief Operating Officer Defence Infrastructure Organisation,"Accountable to Chief Executive for estate service delivery across a 240,000 hectare estate in the UK and MOD establishments overseas, including the Volunteer Estate. DIO COO, with a team of over 3000 staff and a budget of some 3Bn, is responsible for delivering agreed and funded Total facilities management services, estate improvement, property acquisition and disposal as well as major estate rationalisation and development projects. Through a delivery focused management organisation and key industry suppliers using a variety of contractual arrangements including PFIs, DIO COO is the deliverer of estate services to the MoD including some 69,000 Service Family Homes, 17 major training areas and other MOD facilities such as Catterick Garrison and RAF Brize Norton.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,26677,0,1,85000,89999,Property and asset management,,
162138,Mr G Lester,SCS2,"Director of Resources, Air Command",To deliver resource management and corporate services which support the delivery of Air Command's outputs and uphold accountability to Ministers and Parliament.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1017733,0,1,85000,89999,Finance,,
162157,N/D,SCS1,Head Secretariat & Civilian Workforce,"To deliver high quality secretariat and business management services to support Ministers, and the RAF and to provide, through the HR Directorate and the D Res Business Management Team, support to D Res, Air in his Civilian Workforce Advisor role.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,162138,0,1,N/D,N/D,Policy,,
165443,N/D,SCS1,Deputy Command Secretary (Secretariat),To ensure the proper and efficient handling of the Department of State aspects of Army issues on behalf of the Commander in Chief Land Forces and the Adjutant General,Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,39784,N/D,1,N/A,N/A,Operational Delivery,,
167011,N/D,SCS1,Team Leader,This is a mixed military and civilain team led by a 1* SCS and based in the Army HQ at Andover. In addition to Project AVANTI the team is also responsible for delivering the BORONA Programme. Whilst individual team members do have responsibilities that span both Project AVANTI and the BORONA Programme these are quite separate work strands.,Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,1591920,N/D,1,N/A,N/A,Programme and Project Management (PPM),,
179104,Vacant,SCS1,Business Manager 1,Business Management at the Duke of York's Royal Military School,Ministry of Defence,Ministry of Defence,Army,N/A,N/A,39784,N/D,0.01,N/A,N/A,Operational Delivery,,
184198,N/D,SCS1,Head of Guarding,"The Head of Unarmed Guarding is responsible for the MOD Guard Service (MGS) whose role is to provide unarmed guarding and access control services to MOD sites across the UK. It guards over 200 sites including the MOD HQ in London, the nuclear submarine base at HM Naval Base Clyde, and the RAF stations at Menwith Hill and Fylingdales.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,26677,0,1,0,0,Property and asset management,,
185635,Vacant,SCS1,DYRMS Academy Project Leader,To manage the feasibility and implementation of the movement of Duke of Yorks Royal Military School out of MOD ownership to become an independent Academy and State Boarding School operating within the mainstream educational sector; maintaining the military ethos characteristics of the school and providing educational opportunity for the children of mobile Service personnel.,Ministry of Defence,Ministry of Defence,Army,N/A,N/A,39784,N/D,0.01,N/A,N/A,Programme and Project Management (PPM),,
190042,N/D,SCS1,Head of Next Generation Estates Contracts/HESTIA Defence Infrastructure Organisation,"The aim of the NGEC Programme is to identify the most cost effective mix of contract models for estate solutions to meet the future needs of defence and to undertake procurement and transition of service delivery from the current contracts (as they expire) to the new contracts. These contracts include replacement of the Regional Prime Contracts, the procurement of National Training Estate and National Housing Prime Contracts, Project Frameworks and HESTIA Soft FM contracts.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,149394,0,1,0,0,Property and asset management,,
196904,Dr David Marsh,SCS2,Director Business Partnerships,"The Director Business Partnerships will be accountable to CE for the delivery of the project to deliver an improved Strategic Business Model for DIO and for leading the the SBM team. The post holder will be responsible for all aspects of the project including Business Case preparation, programme management, approvals and contract award. The Director of Business Partnerships is a member of the Defence Infrastructure Executive Committee of the Infrastructure Board (ECIB), the DIO Investment Approvals Committee.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,26677,0,1,80000,84999,Property and asset management,,
198403,N/D,SCS1,DIO SAPT - Head of Estate Strategy,"The role is to develop and deliver a Footprint Strategy for Defence that determines the right sized, fit for purpose and affordable estate infrastructure required to support the delivery of Future Force 2020 capability outputs. The role involves development of a strategic laydown plan that reflects the new organisational structures for each of the Front Line commands, through the assessment of future Defence requirements, including the return of the Army from Germanyand the Future Reserves structures. It will have regard to the current and future utilisation of the estate and the funding and phasing of transition against the delivery of both MOD and wider Government policy and targets.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,1683968,0,1,0,0,Property and asset management,,
198927,N/D,SCS1,Head of Commercial Defence Infrastructure Organisation for Director of Business Partnering,"Head of Commercial DIO Business Partnering - DIO are currently assessing the value to be drawn from appointing a Strategic Business Partner to assist the Dept achieve efficiencies in the running of infrastructure, implementing the Footprint Strategy and commercialisation of the its infrastructure assets. The procurement will also test the value for money advantages of changing the commercial model of Defence Infrastructure . The Head of Commercial manages the procurement of the Strategic Business Partner, negotiations, commercial assurance and construction of the commercial deal",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,196904,0,1,0,0,Procurement,,
199354,N/D,SCS1,Head of Operations Development and Coherence,"Accountable to CE for the delivery of ODC functions and responsible for leading their team, ensuring adherence to all agreed DIO TLB processes and operating procedures. Required to work collaboratively with all parts of the organisation in ensuring development of whole estate solutions, delivery of the programme; inform the future programme, and to facilitate appropriate SAPT and TLB interfaces. Head ODC will be accountable for the timely production and submission of required investment business cases to the SAPT and DIO IACfor the scrutiny and approvals process. Head ODC is responsible for ensuring ODC adhere and conform with all agreed DIO TLB processes and operating procedures.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,26677,0,1,0,0,Property and asset management,,
199355,N/D,SCS1,Head of Programme and Project Delivery Defence Infrastructure Organisation,"Head of PPD is responsible for the delivery of all projects business including all capital development projects, estate rationalisation including disposals and acquisition projects and infrastructure advice to Defence Equipment & Support on hybrid projects in the UK and overseas in all areas of DIOs business. The directorate has a turnover of",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,26677,0,1,0,0,Property and asset management,,
199426,N/D,SCS1,Director Strategic Programmes,"Director Strategic Programmes is responsible for delivery of the Army Basing Programme, Value for Money Benchmarking (VFMB) for the Strategic Business Partner (SBP) procurement, planning for the move to a SBP or implementation of the VFMB and a range of other wider government initiatives including membership of the Government Construction Board (GCB), chair of the GCB Performance Task Group, management of the interface with other government departments on the MODs estate rationalisation and disposal strategy and programme and a Crown Representative working for the Cabinet Office Efficiency and Reform Group.",Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,0121 311 2140,DIO Sec-Groupmailbox@mod.uk,26677,0,1,0,0,Programme and Project Management (PPM),,
386481,Major General C J Boag CBE,OF-7,General Officer Commanding Support Command,"Support Command is to: - Provide the necessary support to the successful delivery of both UK Operations and the execution of Op HERRICK. - Achieve the specified tasks in support of the achievement of Firm Base Outputs - As directed, support the sustainment of the Army's Moral Component in order to deliver success on operations in Afghanistan and at home, and thereafter the Army of the future.",Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,1598314,N/D,1,110000,114999,Military,,
472483,Major General N H Eeles,OF-7,General Officer Commanding Scotland,"GOC Scotland is to act as the army's principal representative in Scotland. He is to contribute to the development of a sustainable and politically acceptable basing plan for Scotland and, in support of GOC London District, deliver the required level of State Ceremonial and Public Duties in Scotland.",Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,1598314,N/D,1,110000,114999,Military,,
919010,N/D,OF-6,Director Land Warfare,Director Land Warfare is to lead Warfare Development involving: a. The production and advocacy of relevant Tactical Doctrine. b. The systematic utilization of experience. c. Driving the learning of lessons pan capability and Defence Lines of Development. d. Ensuring individual and collective training is teaching what they should. e. The provision of a reach-back focus for deployed/deploying formations and units.,Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,1591926,N/D,1,N/A,N/A,Military,,
1017733,Air Chief Marshal S Dalton,OF-9,Chief of the Air Staff,"CAS is the professional head of the Royal Air Force. He is responsible for generating a balanced and integrated Royal Air Force capability, and for maintaining the fighting effectiveness and morale of the Service. He reports to the Chief of the Defence (CDS). He is a member of the Defence Council and the Air Force Board, the Defence Ministerial Committee, the Defence Board, the Chiefs of Staff Committee and the Senior Appointments Committee. He chairs the Air Force Board Standing Committee.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,XX,1016230655,1,160000,164999,Military,,
1018042,Air Vice Marshal E Stringer,OF-7,Assistant Chief of the Air Staff,Assisting the Chief of the Air Staff in generating a balanced and integrated Royal Air Force capability and for maintaining the fighting effectiveness and morale of the Service including the development of policy.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1017733,0,1,100000,104999,Military,,
1018322,N/D,OF-6,Air Cdre CAS AS,Assisting in generating a balanced and integrated Royal Air Force capability and for maintaining the fighting effectiveness and morale of the Service including the development of policy.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1017733,0,1,N/A,N/A,Military,,
1023653,N/D,OF-6,Commandant RAF College Cranwell & DRIT,"To recruit and select the best potential RAF officers and airmen, and provide initial training and career development training to the highest standards.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071072,0,1,N/A,N/A,Military,,
1027112,N/D,OF-6,Commanding Officer RAF Leuchars,"To deliver and maintain UK ability for Quick Reaction to possible air attack in the North with the growth of the Typhoon, whilst supporting other Military Operation, with pride, agility, decisiveness and courage.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071926,0,1,N/A,N/A,Military,,
1032872,N/D,OF-6,CMDT Air Cadets,The provision of adequate aviation and other challenging activities to enable the Air Cadet organisation to attract and retain membership and thereby provide example and leadership for the countrys youth.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071072,0,1,N/A,N/A,Military,,
1071072,N/D,OF-7,Air Officer Commanding 22 Group,The Mission of 22(Trg)Gp is to underpin the military effectiveness of the RAF and the other Services by timely provision of appropriately trained military and civilian personnel. The end state is an organisation that delivers mentally and physically robust individuals with a war-fighting specialist mentality ready to integrate into front-line duties.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071229,0,1,100000,104999,Military,,
1071081,N/D,OF-6,Assistant Chief of Staff (Training),"Deputy to the AOC and responsible for the delivery of training, including timeliness, content and quality.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071072,0,1,N/A,N/A,Military,,
1071170,N/D,OF-6,Director Flying Training,To provide first-class courses covering everything from the fundamental skills of flying through to the successful operation of complex systems.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071072,0,1,N/A,N/A,Military,,
1071229,Air Marshal A Pulford,OF-8,Deputy Commander Capability and Air Member for Personnel and Capability,"The role of DCom Cap is to provide sufficient personnel to meet the trained manpower requirement of the RAF, to ensure those personnel are trained to be capable of carrying out the tasks demanded of them, and that they are provided with the right support such that they are motivated to repeatedly and willingly deliver operational effect. As Chair of the Air Force Capability Group, DCom Cap is also responsible for the efficient and effective development of capability for Air. In his dual role as AMP, he provides the policies, strategies and personnel management advice to CAS to ensure that the RAF vision is deliverable now and in the longer term.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1017733,0,1,120000,124999,Military,,
1071252,N/D,OF-6,Cmdt RAF CAM,"To maximise the numbers of RAF personnel fit for task and provide coherent and effective medical operational capability to facilitate an agile, adaptable and capable Air Force.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1072092,0,1,N/A,N/A,Military,,
1071292,N/D,OF-6,Hd RAF Medical Services,"To maximise the numbers of RAF personnel fit for task and provide coherent and effective medical operational capability to facilitate an agile, adaptable and capable Air Force.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071229,0,1,N/A,N/A,Military,,
1071534,N/D,OF-6,"Head Finance, Programmes, and Plans","Hd FPP manages the HQ AIR planning functions including; risk management, the development of HQ AIRs input into the Planning Round (including Military priorities), strategic policy/planning, direction and advice on Force Structure Development, managing the Air Establishment Requirement, development of the Estate Rationalisation Plan and Manpower Planning. He also provides strategic advice for the HQ AIR Equipment Plan.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,162138,0,1,N/A,N/A,Military,,
1071779,Air Vice Marshal L Irvine,OF-7,Director Legal Services,"To deliver high quality, effective and operationally focused legal services to the RAF and Defence.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071229,0,1,100000,104999,Military,,
1071780,N/D,OF-6,Deputy Director Legal Services,"To deliver high quality, effective and operationally focused legal services to the RAF and Defence.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071779,0,1,N/A,N/A,Military,,
1071831,N/D,OF-7,Chaplain-in-Chief,"The Mission of the Royal Air Force Chaplains' Branch is to serve the Royal Air Force through Prayer, Presence and Proclamation.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071229,0,1,100000,104999,Military,,
1071926,N/D,OF-7,Air Officer Commanding 1 Group,"To generate and develop winning Combat Air Power for employment on Joint operations and to support the generation, development and sustainment of the RAF's Support Helicopter Force so that they can best meet the JHC Mission",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1617513,0,1,100000,104999,Military,,
1071928,N/D,OF-6,Typhoon Force Cdr,"All aspects of current air operations, together with the standards and training required to ensure success.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071926,0,1,N/A,N/A,Military,,
1072092,Air Vice Marshal S Reynolds,OF-7,Air Officer Commanding 2 Group/Chief of Staff (Operations),Generate and Develop Effective Combat Support,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1617513,0,1,100000,104999,Military,,
1072100,N/D,OF-6,Air Officer Air Mobility,"The role of the Air Transport and Air-to-Air Refuelling force is to provide rapid strategic and tactical reach, including airborne delivery, in support of operations and exercises world-wide.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1072092,0,1,N/A,N/A,Military,,
1072102,N/D,OF-6,ISTAR Force Cdr,"To generate and develop winning Combat Air Power for employment on Joint operations and to support the generation, development and sustainment of the RAF's Support Helicopter Force so that they can best meet the JHC Mission",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071926,0,1,N/A,N/A,Military,,
1072104,Vacant,OF-6,Air Officer Force Protection,Force Protection is a fundamental enabler for air operations. It is delivered by the integration of the effects from a variety of specialist force elements and generic activity across the force.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,N/A,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1072092,0,1,N/A,N/A,Military,,
1072729,N/D,OF-6,Air Officer A4,"To plan, develop and deliver sustainable engineering & logistic support and A4 Force Elements to operations for AIR in the UK and the expeditionary joint arena, including transformation, policy, manpower and commodities.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1073288,0,1,N/A,N/A,Military,,
1072923,N/D,OF-6,Assistant Chief of Staff Personnel Policy,"Develop and implement employment and disciplinary policies that fit with the needs of our people and the demands of a modern, operational and agile service. ACOS Pers Pol also has the focus for Joint Personnel Administration, Community Support and the derivation of a Stress Management and Resilience Policy.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1072924,0,1,N/A,N/A,Military,,
1072924,Air Vice Marshal M Wiles,OF-7,Chief of Staff Personnel,"The mission of COS Pers/ Air Sec is to manage the RAF's Servicemen and women and to provide the supporting policies to enable an agile, adaptable and capable Air Force.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071229,0,1,100000,104999,Military,,
1073288,Air Vice Marshal T Bishop,OF-7,XO/COS Spt,To develop coherent and coordinated business activity and communication which enables Air Command to deliver its output now and in the future.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1017733,0,1,100000,104999,Military,,
1073645,N/D,OF-6,Air Officer Operations,"Contingency planning for future, current & contingent air ops & policy development; EW, Information Exploitation & Decision Support advice; support to SF ops; management of Flight Safety, Meteorological and Fire services; co-ordinating Air participation i",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1072092,0,1,N/A,N/A,Military,,
1074865,N/D,OF-6,Air Officer A6,"Generating relevant, timely, sustainable, assured and agile mission information solutions across the Air environment in the expeditionary joint arena and the UK.",Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1073288,0,1,N/A,N/A,Military,,
1110541,N/D,OF-6,HQ DCTT,To deliver the required number of competent and highly motivated technicians and engineers to the Armed Forces.,Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,01494 496137,Air-CmdSecBusMgmtTeamGpMailbox@mod.uk,1071072,0,1,N/A,N/A,Military,,
1140683,N/D,OF-6,Commander 12 Mechanised Brigade,"Comd 12 Mech Bde is to command OPCOM troops and prepareand deliver force elements in role in order to contributeto the Land Command and UK Defence capability. As directed, deliver the required collective training for all Force Elements assigned to 12 Mech Bde. Increase and enhance the deployability of soldiers within 12 Mech Bde.",Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,1598314,N/D,1,N/A,N/A,Military,,
1143047,Reverend J Woodhouse QHC CF,OF-7,Chaplain General,"To give direction and professional advice on Spiritual, Moral and Pastoral needs and assist with the recruitment of chaplains in order to enable CGS to deliver the Army's contribution to current and future defence capabilities",Ministry of Defence,Ministry of Defence,Army,01264 886108,LF-Sec-Group@mod.uk,1591920,N/D,1,110000,114999,Military,,
