Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
159,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Responsible Business Practices & Better Regulation",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,151,464042,1,N/A,N/A,Law,,1
160,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Energy Efficiency, Heat & Climate Change",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,544606,1,N/A,N/A,Law,,1
161,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Energy Development",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,626414,0.8,N/A,N/A,Law,,1
162,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Clean Energy",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,506343,0.89,N/A,N/A,Law,,1
163,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Nuclear and Non-Proliferation",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,813210,0.75,N/A,N/A,Law,Job Share,1
163,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Nuclear and Non-Proliferation",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,813210,0.75,N/A,N/A,Law,Job Share,1
164,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - International, EU & Trade Law",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,574203,1,N/A,N/A,Law,,1
165,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for BEIS,Attorney General's Office,Government Legal Department,"Department for Business, Energy & Industrial Strategy - Networks, Markets & Security of Supply",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,152,762409,1,N/A,N/A,Law,,1
3,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Bona Vacantia,Attorney General's Office,Government Legal Department,Bona Vacantia,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,1526178,1,N/A,N/A,Law,,1
38,Stephen Amos,SCS2,Director - Legal,To manage the provision of legal services for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,337088,1,90000,94999,Law,Includes the combined salary of reporting post 150,1
39,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - General Policy & National Security,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,470030,0.9,N/A,N/A,Law,,1
40,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - Constitutional Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,325052,1,N/A,N/A,Law,Includes 1 seconded in G7 not paid by GLD,1
41,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - Corporate & Government Services,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,372514,0.8,N/A,N/A,Law,,1
150,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for CO,Attorney General's Office,Government Legal Department,Cabinet Office Legal - Wales Office Legal Advisers,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,38,N/D,0.75,N/A,N/A,Law,Team is too small to detail.  Salary costs of reports reported under Post ID 38,1
135,Cathy Adams,SCS2,Director - Legal,To manage the provision of legal services for DExEU,Attorney General's Office,Government Legal Department,Department for Exiting the European Union Legal Advisers,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,343039,1,90000,94999,Law,,1
35,Daniel Denman,SCS2,Director - Legal,To manage the provision of legal services for DExEU,Attorney General's Office,Government Legal Department,Department for Exiting the European Union Legal Advisers,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,N/D,1,90000,94999,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 2,1
36,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DExEU,Attorney General's Office,Government Legal Department,Department for Exiting the European Union Legal Advisers - Legislation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,35,552580,0.89,N/A,N/A,Law,,1
37,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DExEU,Attorney General's Office,Government Legal Department,Department for Exiting the European Union Legal Advisers - EU Business,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,35,371085,1,N/A,N/A,Law,,1
140,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DExEU,Attorney General's Office,Government Legal Department,Department for Exiting the European Union Legal Advisers -  EU Withdrawal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,135,414170,1,N/A,N/A,Law,,1
141,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DExEU,Attorney General's Office,Government Legal Department,Department for Exiting the European Union Legal Advisers -  Future relationships,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,135,436052,1,N/A,N/A,Law,,1
132,Bridget Palmer,SCS2,Director - Legal (Job Share),To manage the provision of legal services for DIT & DFID,Attorney General's Office,Government Legal Department,Department for International Trade & Department for International Development,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,494280,0.89,90000,94999,Law,Job Share,1
132,Sally Langrish,SCS2,Director - Legal (Job Share),To manage the provision of legal services for DIT & DFID,Attorney General's Office,Government Legal Department,Department for International Trade & Department for International Development,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,494280,0.89,90000,94999,Law,Job Share,1
133,Eliminated,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,"Department for International Trade - FTAs, Goods, Services, Investment, Regulatory questions, EU, Export Control",N/A,thetreasurysolicitor@governmentlegal.gov.uk,132,N/D,0.82,N/A,N/A,Law,Post has been Eliminated,1
133,Eliminated,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,"Department for International Trade - FTAs, Goods, Services, Investment, Regulatory questions, EU, Export Control",N/A,thetreasurysolicitor@governmentlegal.gov.uk,132,N/D,0.82,N/A,N/A,Law,Post has been Eliminated,1
134,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,"Department for International Trade - WT0, Trade Defence, Trade Disputes, Trade Bill",N/A,thetreasurysolicitor@governmentlegal.gov.uk,132,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
168,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,"Department for International Trade - FTAs, Services & Investment Policy",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,132,331760,1,N/A,N/A,Law,Includes 1 seconded in G7 not paid by GLD,1
169,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,"Department for International Trade - Goods, EU Exit & Multilateral",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,132,294458,1,N/A,N/A,Law,,1
170,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,Department for International Trade - Development & Disputes,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,132,364256,0.82,N/A,N/A,Law,Job Share,1
170,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,Department for International Trade - Development & Disputes,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,132,364256,0.82,N/A,N/A,Law,Job Share,1
171,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DIT,Attorney General's Office,Government Legal Department,"Department for International Trade - Trade Remedies, Trade Bill & Sanctions",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,132,422273,1,N/A,N/A,Law,,1
4,James Neilson,SCS2,Director - Legal,To manage the provision of legal services for Her Majesty's Treasury,Attorney General's Office,Government Legal Department,Her Majesty's Treasury,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,379417,1,85000,89999,Law,,1
5,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Her Majesty's Treasury,Attorney General's Office,Government Legal Department,Her Majesty's Treasury - Financial Services 1 - Insurance Markets & Mutuals Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,4,380099,1,N/A,N/A,Law,,1
6,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Her Majesty's Treasury,Attorney General's Office,Government Legal Department,Her Majesty's Treasury - Financial Services 2 - Banking & Financial Crime Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,4,596190,1,N/A,N/A,Law,,1
7,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Her Majesty's Treasury,Attorney General's Office,Government Legal Department,Her Majesty's Treasury - Financial Services 3 - Banking Financial Stability Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,4,630765,1,N/A,N/A,Law,,1
8,Vacant,SCS1,Deputy Director - Legal,To provide legal services and support for Her Majesty's Treasury,Attorney General's Office,Government Legal Department,Her Majesty's Treasury - Public Finance & General/Public Service Pensions,N/A,thetreasurysolicitor@governmentlegal.gov.uk,4,577483,1,N/A,N/A,Law,Vacant Post,1
142,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Her Majesty's Treasury,Attorney General's Office,Government Legal Department,"Her Majesty's Treasury Legal Advisers - EU, Exit Legislation Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,4,502732,1,N/A,N/A,Law,,1
18,Susanna McGibbon,SCS2,Director - Legal,To manage the provision of Legal Services for Litigation,Attorney General's Office,Government Legal Department,Litigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,2,N/D,1,105000,109999,Law,Team is too small to detail. Salary Cost of Reports reported under Post ID 2,1
172,N/D,SCS1,Deputy Director - Legal,To provide legal services and support to the Grenfell Tower Inquiry,Attorney General's Office,Government Legal Department,Solicitor to Grenfell Tower Inquiry,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,18,N/D,1,N/A,N/A,Law,,1
19,N/D,SCS1,Deputy Director - Operations,To provide administrative support for Litigation,Attorney General's Office,Government Legal Department,Litigation - Practice Management Unit,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,18,743954,1,N/A,N/A,Operational Delivery,,1
20,Vacant,SCS1a,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A,N/A,thetreasurysolicitor@governmentlegal.gov.uk,18,553659,1,N/A,N/A,Law,Vacant Post,1
21,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team A1 - MoJ Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,2052318,0.7,N/A,N/A,Law,Job Share,1
21,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team A1 - MoJ Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,2052318,1,N/A,N/A,Law,Job Share,1
22,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team A2 - MoJ Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1864193,1,N/A,N/A,Law,,1
23,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team A3 - MoD Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1272482,1,N/A,N/A,Law,,1
24,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team B4 - Justice & Security Public Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1688923,0.79,N/A,N/A,Law,Job Share,1
24,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team B4 - Justice & Security Public Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1688923,0.86,N/A,N/A,Law,Job Share and paid by the Foreign & Commonwealth Office,1
25,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team A5 -  General Private Law & Costs,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1651122,0.78,N/A,N/A,Law,,1
26,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team N1- National Security,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1267839,1,N/A,N/A,Law,,1
143,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation A - Team A8 - MoD Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,20,1239430,1,N/A,N/A,Law,,1
27,N/D,SCS1a,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,18,1026068,1,N/A,N/A,Law,,1
28,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team B1 - Home Office Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1670159,1,N/A,N/A,Law,,1
29,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team B2 - Home Office Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1806330,1,N/A,N/A,Law,,1
30,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team B3 - Home Office Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1931809,1,N/A,N/A,Law,,1
31,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team B8 - Home Office Immigration,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1833942,0.8,N/A,N/A,Law,,1
32,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team A4 - General Private Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1812614,1,N/A,N/A,Law,,1
33,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team B5 - General Public Law & Planning,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,1531179,1,N/A,N/A,Law,,1
34,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Litigation,Attorney General's Office,Government Legal Department,Litigation B - Team B6 - General Public Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,27,942808,1,N/A,N/A,Law,,1
48,Claire Johnston,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  CLG, DCMS, HSE, DFE, GEO, DFT, DH, DWP & MOD",Attorney General's Office,Government Legal Department,Directorate B,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,1,120000,124999,Law,,1
49,Wendy Hardaker,SCS2,Director - Legal,To manage the provision of legal Services for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,778023,1,90000,94999,Law,,1
50,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team A - Commercial Litigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,917665,1,N/A,N/A,Law,,1
51,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,903467,1,N/A,N/A,Law,,1
52,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team C - DH,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1072940,1,N/A,N/A,Law,,1
53,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team D - HO, DCLG",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,361103,1,N/A,N/A,Law,,1
54,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team E - DEFRA, DFE",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,900079,1,N/A,N/A,Law,,1
55,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team F - MOJ,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1177838,1,N/A,N/A,Law,,1
56,N/D,SCS1,Deputy Director - Legal (Shared Post),To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team G - DWP,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1794708,0.92,N/A,N/A,Law,Shared Post,1
56,N/D,SCS1,Deputy Director - Legal (Shared Post),To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team G - DWP,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1794708,1,N/A,N/A,Law,Shared Post,1
42,Caroline Croft,SCS2,Director - Legal,To manage the  provision of Legal Services for DCMS & HSE,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport,  Health and Safety Executive and Department for International Development",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,495225,0.86,85000,89999,Law,Includes the combined salaries of reporting post 43 (reporting teams less than 5),1
43,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Digital Economy and Telecoms",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,N/D,1,N/A,N/A,Law,Team is too small to detail. Salary costs of reports reported under Post ID 42,1
44,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Culture, Sports and Gambling",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,462257,0.81,N/A,N/A,Law,,1
45,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Media and Data Protection",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,561330,0.78,N/A,N/A,Law,,1
46,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for HSE,Attorney General's Office,Government Legal Department,Health & Safety Executive - Team A,N/A,N/A,42,N/D,1,N/A,N/A,Law,Post has been Eliminated . Post has been combined with Post ID 47,1
47,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for HSE,Attorney General's Office,Government Legal Department,Health & Safety Executive,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,635658,1,N/A,N/A,Law,,1
63,Anne McGaughrin,SCS2,Director - Legal (Job Share),To manage the provision of legal services for DFE & GEO,Attorney General's Office,Government Legal Department,Department for Education & Government Equalities Office,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,555477,0.7,95000,99999,Law,Job Share,1
63,Jane Hill,SCS2,Director - Legal (Job Share),To manage the provision of legal services for DFE & GEO,Attorney General's Office,Government Legal Department,Department for Education & Government Equalities Office,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,555477,0.78,90000,94999,Law,Job Share,1
64,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Academies,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,501000,1,N/A,N/A,Law,,1
65,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Schools & Pupils,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,460971,1,N/A,N/A,Law,,1
66,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for GEO,Attorney General's Office,Government Legal Department,Government Equalities Office,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,274994,0.8,N/A,N/A,Law,,1
67,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Children's Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,424925,0.89,N/A,N/A,Law,,1
68,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Teaching & Independent Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,435280,1,N/A,N/A,Law,,1
136,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Further Education & Apprenticeships,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,330100,1,N/A,N/A,Law,,1
137,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Higher Education Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,537408,1,N/A,N/A,Law,,1
83,Nick Olley,SCS2,Director - Legal,To manage the provision of legal services for DFT,Attorney General's Office,Government Legal Department,Department for Transport,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,595691,1,130000,134999,Law,,1
84,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport (Deputy General Counsel),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,377732,1,N/A,N/A,Law,,1
85,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Projects,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,493491,1,N/A,N/A,Law,,1
86,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail and London,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,689708,1,N/A,N/A,Law,,1
87,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,894920,1,N/A,N/A,Law,Shared Post,1
87,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,894920,1,N/A,N/A,Law,Shared Post,1
88,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - EU Exit & Trade,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,327756,0.89,N/A,N/A,Law,,1
89,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Drivers & Roads Policy,N/A,thetreasurysolicitor@governmentlegal.gov.uk,84,N/D,1,N/A,N/A,Law,Post has been Eliminated - Amalgamated with Roads Group,1
90,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Roads Group 2,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,801181,1,N/A,N/A,Law,,1
