Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
43,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Digital Economy and Telecoms",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,357159,1,N/A,N/A,Law,,1
44,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Culture, Sports and Gambling Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,452217,0.81,N/A,N/A,Law,,1
45,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DCMS,Attorney General's Office,Government Legal Department,"Department for Culture, Media and Sport - Media and Data Protection Legal Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,402990,0.78,N/A,N/A,Law,,1
46,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for HSE,Attorney General's Office,Government Legal Department,Health & Safety Executive - Team A,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,353009,1,N/A,N/A,Law,,1
47,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for HSE & DFID,Attorney General's Office,Government Legal Department,Health & Safety Executive - Team B & Department for International Development,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,42,377380,0.8,N/A,N/A,Law,,1
48,Claire Johnston,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  CLG, DH, DFE, GEO, SI HUB, MOD, DWP & DFT",Attorney General's Office,Government Legal Department,Directorate B,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,1,120000,124999,Law,,1
49,Wendy Hardaker,SCS2,Director - Legal,To manage the provision of legal Services for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,786124,1,90000,94999,Law,,1
50,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team A - Commercial Litigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1097861,1,N/A,N/A,Law,,1
51,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,737677,1,N/A,N/A,Law,,1
52,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team C - DH,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,858761,1,N/A,N/A,Law,,1
53,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team D - HO, DCLG",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,315568,1,N/A,N/A,Law,,1
54,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,"Commercial Law Group Team E - DEFRA, DFE",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,832385,1,N/A,N/A,Law,,1
55,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team F - MOJ,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,957477,1,N/A,N/A,Law,,1
56,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team G - DWP,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1661223,1,N/A,N/A,Law,Shared Post,1
56,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for the Commercial Law Group,Attorney General's Office,Government Legal Department,Commercial Law Group Team G - DWP,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,49,1661223,0.92,N/A,N/A,Law,Shared Post,1
57,Mel Nebhrajani,SCS2,Director - Legal,To manage the provision of Legal Services for DH,Attorney General's Office,Government Legal Department,Department of Health,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,539802,1,85000,89999,Law,,1
58,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - MHRA, Nutrition and EU",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,539751,1,N/A,N/A,Law,,1
59,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health  - NHS (Organisation and Secondary Care),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,548963,0.89,N/A,N/A,Law,Job Share,1
59,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health  - NHS (Organisation and Secondary Care),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,548963,0.83,N/A,N/A,Law,Job Share,1
60,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - NHS Pensions, Professional Regulation and Mental Health Capacity",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,348909,1,N/A,N/A,Law,,1
61,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health  - Primary Care, Public Health and Local Government",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,633736,0.83,N/A,N/A,Law,,1
62,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - Social Care, Care Quality Commission and Ethics",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,525485,1,N/A,N/A,Law,,1
63,Anne McGaughrin,SCS2,Director - Legal (Job Share),"To manage the provision of legal services for DFE, GEO & SI Hub",Attorney General's Office,Government Legal Department,"Department for Education, Government Equalities Office & Statutory Instruments Hub",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,533467,1,90000,94999,Law,Job Share,1
63,Jane HIll,SCS2,Director - Legal (Job Share),"To manage the provision of legal services for DFE, GEO & SI Hub",Attorney General's Office,Government Legal Department,"Department for Education, Government Equalities Office & Statutory Instruments Hub",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,533467,0.67,60000,64999,Law,Job Share,1
64,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Academies & Free Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,678887,0.6,N/A,N/A,Law,Job Share,1
64,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Academies & Free Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,678887,0.6,N/A,N/A,Law,Job Share,1
65,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Schools & Pupils,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,367284,0.8,N/A,N/A,Law,,1
66,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for GEO,Attorney General's Office,Government Legal Department,Government Equalities Office,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,272449,0.89,N/A,N/A,Law,,1
67,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Children's Law,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,342329,0.8,N/A,N/A,Law,,1
68,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFE,Attorney General's Office,Government Legal Department,Department for Education - Teaching & Independent Schools,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,363566,1,N/A,N/A,Law,,1
69,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for the SI Hub,Attorney General's Office,Government Legal Department,Statutory Instruments  Hub,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,941458,1,N/A,N/A,Law,Joint SCS head for the SI Hub Pilot.,1
69,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for the SI Hub,Attorney General's Office,Government Legal Department,Statutory Instruments  Hub,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,63,941458,1,N/A,N/A,Law,Joint SCS head for the SI Hub Pilot.,1
70,Isabel Letwin,SCS2,Director - Legal,To manage the provision of Legal Services for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,312356,1,100000,104999,Law,,1
71,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Operational and International Humanitarian Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,380787,1,N/A,N/A,Law,,1
72,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - General Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,502377,1,N/A,N/A,Law,,1
73,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,"Ministry of Defence - Command, Discipline & Constitutional Division",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,403190,1,N/A,N/A,Law,,1
74,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Legal Services in Germany,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,N/D,1,N/A,N/A,Law,GLD employee paid by MOD and reports to Post ID 70,1
75,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Legal Advisor's Office in Cyprus,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,N/D,1,N/A,N/A,Law,GLD employee paid by MOD and reports to Post ID 70,1
76,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Commercial Law Division,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,1649854,1,N/A,N/A,Law,,1
77,Frances Nash,SCS2,Director - Legal,To manage the provision of Legal Services for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions Legal Services,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,495699,1,100000,104999,Law,,1
78,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,"Department for Work and Pensions - EU, Equalities, Social Justice and Employment Benefits",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,593585,0.9,N/A,N/A,Law,,1
79,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Pensions and Child Maintenance,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,933884,1,N/A,N/A,Law,,1
80,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Working Age Benefits,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,682761,1,N/A,N/A,Law,,1
81,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions- Benefit Procedures and Disability Benefits,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,770193,0.83,N/A,N/A,Law,,1
82,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Universal Credit and Housing Support,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,661430,0.9,N/A,N/A,Law,,1
83,Nick Olley,SCS2,Director - Legal,To manage the provision of legal services for DFT,Attorney General's Office,Government Legal Department,Department for Transport,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,618113,1,130000,134999,Law,,1
84,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport (Deputy General Counsel),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,328031,1,N/A,N/A,Law,,1
85,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Projects,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,360887,1,N/A,N/A,Law,,1
86,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail and London,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,482760,1,N/A,N/A,Law,,1
87,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,825938,1,N/A,N/A,Law,Shared Post,1
87,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Rail Commercial Contracts & Procurement,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,83,825938,1,N/A,N/A,Law,Shared Post,1
89,Vacant,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Drivers & Roads Policy,N/A,thetreasurysolicitor@governmentlegal.gov.uk,84,N/D,1,N/A,N/A,Law,,1
90,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Highways & Freight,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,310644,1,N/A,N/A,Law,,1
91,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Aviation & Competition,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,633905,1,N/A,N/A,Law,,1
92,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,"Department for Transport - Marine, Environment & Planning",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,628844,0.89,N/A,N/A,Law,,1
93,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Drivers & Roads Policy  - Motoring Agencies and Accident Investigation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,1074736,1,N/A,N/A,Law,,1
94,Vacant,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Legislation & Regulatory Reform,N/A,thetreasurysolicitor@governmentlegal.gov.uk,83,N/D,1,N/A,N/A,Law,,1
95,Peter Fish,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  DCLG, PINS, HO, LQT, Employment & DEFRA",Attorney General's Office,Government Legal Department,Directorate C,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,340319,1,120000,124999,Law,Includes combined salary of reporting post for Post ID 103 (reporting team less than 5),1
