Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
CPS-C-020,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS LANCASHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-005,7501964,1,N/D,N/D,Operational Delivery,,
CPS-C-021,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS WEST MERCIA,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-003,3949183,1,N/D,N/D,Operational Delivery,,
CPS-C-022,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS DERBYSHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-002,3141210,1,N/D,N/D,Operational Delivery,,
CPS-C-023,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS DEVON & CORNWALL,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-008,3623728,1,N/D,N/D,Operational Delivery,,
CPS-C-024,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS SUFFOLK,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-007,1929231,1,N/D,N/D,Operational Delivery,,
CPS-C-025,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS CHESHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-006,3263845,1,N/D,N/D,Operational Delivery,,
CPS-C-026,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS SOUTH YORKSHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-004,5257380,1,N/D,N/D,Operational Delivery,,
CPS-C-027,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS SUSSEX,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-014,5489145,1,N/D,N/D,Operational Delivery,,
CPS-C-028,,SCS1,Community Confidence Director,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,HQ Operations Directorate,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,0,1,N/D,N/D,Operational Delivery,,
CPS-C-029,,SCS1,Head of Organised Crime Division,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Organised Crime Division,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,8908037,1,N/D,N/D,Operational Delivery,,
CPS-C-030,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS GWENT,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,2334184,1,N/D,N/D,Operational Delivery,,
CPS-C-031,,SCS1,Chief Crown Prosecutor,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS LEICESTERSHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-002,3032180,1,N/D,N/D,Operational Delivery,,
CPS-C-032,,SCS1,Head of London Complex Casework Unit,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,CPS LONDON,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-017,0,1,N/D,N/D,Operational Delivery,,
CPS-C-033,,SCS1,Head of Appeals,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Special Crime Division,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-019,0,1,N/D,N/D,Operational Delivery,,
CPS-C-034,,SCS1,Head of Operations,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,HQ Operations Directorate,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,0,1,N/D,N/D,Operational Delivery,,
CPS-C-035,,SCS1,Head of Proceeds of Crime Unit,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Organised Crime Division,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-C-029,0,1,N/D,N/D,Operational Delivery,,
CPS-C-036,,SCS1,Special Casework Lawyer,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Special Crime Division,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-019,0,1,N/D,N/D,Operational Delivery,,
CPS-C-037,,SCS1,Project Manager,"The post holder delivers, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area across all legal advice, legal decisions, advocacy; business and staff management. They promote CPS� core values and the equality and diversity agenda, ensuring there are effective internal and external communication strategies in place. In addition the post holder works collaboratively and collegiately in their CPS Group to deliver improvements in local and group performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Group�s responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,HQ Strategy and Policy Directorate,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,0,1,N/D,N/D,Operational Delivery,,
CPS-G-001,,SCS1,Group Chair,"The post-holder has a key role to play in maximising efficiencies across the CPS on both casework issues and support service issues and they are directly accountable to the Director of Public Prosecutions (DPP) for the quality of legal decisions; and to the Chief Operating Officer for the delivery of performance and business outcomes. Within the context of the CPS over-arching strategic objectives, the post-holder is accountable for setting the business direction and priorities and coordinating all the Areas within the Group to ensure that performance against all targets is met. They have the overall responsibility for the Group Complex Casework Unit and the cases it deals with, irrespective of where in the Group those cases originate. In addition, they are responsible for the management of CCPs within their Group.",Crown Prosecution Service,Crown Prosecution Service,CPS SOUTH WALES,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,7434068,1,N/D,N/D,Operational Delivery,,
CPS-G-002,,SCS1,Group Chair,"The post-holder has a key role to play in maximising efficiencies across the CPS on both casework issues and support service issues and they are directly accountable to the Director of Public Prosecutions (DPP) for the quality of legal decisions; and to the Chief Operating Officer for the delivery of performance and business outcomes. Within the context of the CPS over-arching strategic objectives, the post-holder is accountable for setting the business direction and priorities and coordinating all the Areas within the Group to ensure that performance against all targets is met. They have the overall responsibility for the Group Complex Casework Unit and the cases it deals with, irrespective of where in the Group those cases originate. In addition, they are responsible for the management of CCPs within their Group.",Crown Prosecution Service,Crown Prosecution Service,CPS NOTTINGHAMSHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,5610486,1,N/D,N/D,Operational Delivery,,
CPS-G-003,,SCS1,Group Chair,"The post-holder has a key role to play in maximising efficiencies across the CPS on both casework issues and support service issues and they are directly accountable to the Director of Public Prosecutions (DPP) for the quality of legal decisions; and to the Chief Operating Officer for the delivery of performance and business outcomes. Within the context of the CPS over-arching strategic objectives, the post-holder is accountable for setting the business direction and priorities and coordinating all the Areas within the Group to ensure that performance against all targets is met. They have the overall responsibility for the Group Complex Casework Unit and the cases it deals with, irrespective of where in the Group those cases originate. In addition, they are responsible for the management of CCPs within their Group.",Crown Prosecution Service,Crown Prosecution Service,CPS WEST MIDLANDS,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,15131477,1,N/D,N/D,Operational Delivery,,
CPS-G-004,,SCS1,Group Chair,"The post-holder has a key role to play in maximising efficiencies across the CPS on both casework issues and support service issues and they are directly accountable to the Director of Public Prosecutions (DPP) for the quality of legal decisions; and to the Chief Operating Officer for the delivery of performance and business outcomes. Within the context of the CPS over-arching strategic objectives, the post-holder is accountable for setting the business direction and priorities and coordinating all the Areas within the Group to ensure that performance against all targets is met. They have the overall responsibility for the Group Complex Casework Unit and the cases it deals with, irrespective of where in the Group those cases originate. In addition, they are responsible for the management of CCPs within their Group.",Crown Prosecution Service,Crown Prosecution Service,CPS WEST YORKSHIRE,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-S-027,9027628,1,N/D,N/D,Operational Delivery,,
